label,begin,end,speaker,sex,discourse,following_word_transcription,word,word_begin,word_end,time,H1_A1,H1_A2,H1_A3,H1_H2
AO1,0.19,0.39,121,F,121-121726-0000,EY1,also,0.19,0.82,0.2800,-13.773500233952603,-11.069609572415963,4.092652111928263,-2.9718164653998116
AO1,0.19,0.39,121,F,121-121726-0000,EY1,also,0.19,0.82,0.3000,-10.491808468670044,-9.596777592291716,5.231699921928524,-2.0350820874656748
AO1,0.19,0.39,121,F,121-121726-0000,EY1,also,0.19,0.82,0.3200,-13.900063244550772,-11.756707255210912,8.726233882150247,-1.9504289276919238
AO1,0.19,0.39,121,F,121-121726-0000,EY1,also,0.19,0.82,0.3400,-15.087329191037753,-7.638700008003482,7.652952301061408,-3.047739101185897
AO1,0.19,0.39,121,F,121-121726-0000,EY1,also,0.19,0.82,0.3600,-14.391232703293802,0.572154894135636,9.177823988876003,-2.9017973462822297
AO1,0.19,0.39,121,F,121-121726-0000,EY1,also,0.19,0.82,0.3800,-13.166023390087048,2.4720154561502206,9.083301718230583,-3.7855084887601578
AH1,0.23,0.29,121,F,121-121726-0012,W.UH1.M.AH0.N,hussy,0.09,0.72,0.2330,-5.491181622471039,-8.172886423078829,7.256003755980725,1.1370834099569649
AH1,0.23,0.29,121,F,121-121726-0012,W.UH1.M.AH0.N,hussy,0.09,0.72,0.2390,4.986751464370165,2.9087382065822283,15.115004480799868,4.221874618970801
AH1,0.23,0.29,121,F,121-121726-0012,W.UH1.M.AH0.N,hussy,0.09,0.72,0.2450,-5.094633102199076,-3.3170011137380797,15.27030550123743,0.5103643306981951
AH1,0.23,0.29,121,F,121-121726-0012,W.UH1.M.AH0.N,hussy,0.09,0.72,0.2510,1.071846936228674,-0.53457673687209,11.61797728347674,9.630780832700186
AH1,0.23,0.29,121,F,121-121726-0012,W.UH1.M.AH0.N,hussy,0.09,0.72,0.2570,5.085791602266525,2.78418646454935,17.463534205537055,1.5050294042565184
AH1,0.23,0.29,121,F,121-121726-0012,W.UH1.M.AH0.N,hussy,0.09,0.72,0.2630,0.6496740876628166,5.5513870248225565,16.45720423489309,4.5700200083743425
AH1,0.23,0.29,121,F,121-121726-0012,W.UH1.M.AH0.N,hussy,0.09,0.72,0.2690,5.526925739001257,13.195959549290915,11.545045472897115,6.271666767546808
AH1,0.23,0.29,121,F,121-121726-0012,W.UH1.M.AH0.N,hussy,0.09,0.72,0.2750,0.7988855596643774,0.7452459738557238,18.424443797287477,3.2896650447660924
IY1,0.25,0.33,121,F,121-127105-0009,HH.AH0.Z,she,0.14,0.33,0.2780,-7.575322290021958,-3.9180640747444144,-0.895496648457133,-7.575322290021958
IY1,0.25,0.33,121,F,121-127105-0009,HH.AH0.Z,she,0.14,0.33,0.2860,1.060553908996404,9.19373593922466,8.109483615096554,1.060553908996404
IY1,0.25,0.33,121,F,121-127105-0009,HH.AH0.Z,she,0.14,0.33,0.2940,-0.847857414101739,8.991065565440664,8.991065565440664,-0.847857414101739
IY1,0.25,0.33,121,F,121-127105-0009,HH.AH0.Z,she,0.14,0.33,0.3020,1.6388258978453223,10.60820411410738,8.32025535572993,1.6388258978453223
IY1,0.25,0.33,121,F,121-127105-0009,HH.AH0.Z,she,0.14,0.33,0.3100,0.0,15.56479578087908,11.173405903232847,3.588281261026893
IY1,0.25,0.33,121,F,121-127105-0009,HH.AH0.Z,she,0.14,0.33,0.3180,24.532805277722183,15.41583029775314,15.218836098652346,13.28929426256547
IY1,0.25,0.33,121,F,121-127105-0009,HH.AH0.Z,she,0.14,0.33,0.3260,21.46373969844459,10.959068195441176,16.356659604481173,7.893393039540818
IY1,0.26,0.34,121,F,121-127105-0027,HH.AE1.D,he,0.17,0.34,0.2640,3.92015906628977,23.232195354828107,10.52371498057737,3.92015906628977
IY1,0.26,0.34,121,F,121-127105-0027,HH.AE1.D,he,0.17,0.34,0.2720,2.03961602494509,19.990629038885366,14.284006548169518,2.03961602494509
IY1,0.26,0.34,121,F,121-127105-0027,HH.AE1.D,he,0.17,0.34,0.2800,4.767359351809617,23.172834593559976,12.04709042970584,4.373543016795999
IY1,0.26,0.34,121,F,121-127105-0027,HH.AE1.D,he,0.17,0.34,0.2880,18.314189489745623,25.678320985750364,10.883057797191832,4.42602480373116
IY1,0.26,0.34,121,F,121-127105-0027,HH.AE1.D,he,0.17,0.34,0.2960,9.406755959285555,24.39891885466494,10.705632866622086,7.8589886492026935
IY1,0.26,0.34,121,F,121-127105-0027,HH.AE1.D,he,0.17,0.34,0.3040,0.0,29.74338015930367,13.005202309744554,9.265627448235769
IY1,0.26,0.34,121,F,121-127105-0027,HH.AE1.D,he,0.17,0.34,0.3120,0.0,27.271558422753422,17.166987811217616,10.389369428324787
IY1,0.26,0.34,121,F,121-127105-0027,HH.AE1.D,he,0.17,0.34,0.3200,0.0,34.75203947923359,17.65120458846611,10.436942363090697
IY1,0.26,0.34,121,F,121-127105-0027,HH.AE1.D,he,0.17,0.34,0.3280,18.897073506110132,17.272962202291993,7.599408133865619,13.264503494633828
IY1,0.26,0.34,121,F,121-127105-0027,HH.AE1.D,he,0.17,0.34,0.3360,17.967417822518502,9.741576511144672,7.156796695359176,29.42915729534502
IY0,0.27,0.4,121,F,121-127105-0006,AH1.DH.ER0.Z,the,0.15,0.4,0.2760,0.6361550817638104,12.678797761987639,15.109551961549975,0.6361550817638104
IY0,0.27,0.4,121,F,121-127105-0006,AH1.DH.ER0.Z,the,0.15,0.4,0.2890,2.2515599716200825,11.752360918012716,16.388428546435033,2.2515599716200825
IY0,0.27,0.4,121,F,121-127105-0006,AH1.DH.ER0.Z,the,0.15,0.4,0.3020,1.9638512536712653,27.051019740999322,10.385983006525258,1.93275624620874
IY0,0.27,0.4,121,F,121-127105-0006,AH1.DH.ER0.Z,the,0.15,0.4,0.3150,-3.520451012808792,5.332264723598385,2.717369886179867,-3.520451012808792
IY0,0.27,0.4,121,F,121-127105-0006,AH1.DH.ER0.Z,the,0.15,0.4,0.3280,-8.250171998038937,5.763922564092425,-4.331440355308274,-8.250171998038937
IY0,0.27,0.4,121,F,121-127105-0006,AH1.DH.ER0.Z,the,0.15,0.4,0.3410,-7.58185453874421,-6.812045867338739,-6.812045867338739,-7.58185453874421
IY0,0.27,0.4,121,F,121-127105-0006,AH1.DH.ER0.Z,the,0.15,0.4,0.3540,-7.363763913768516,-4.720334919970949,-4.720334919970949,-7.363763913768516
IY0,0.27,0.4,121,F,121-127105-0006,AH1.DH.ER0.Z,the,0.15,0.4,0.3670,-21.6078135959551,-8.481371450744806,-16.826141353081795,-19.36526716287679
IY0,0.27,0.4,121,F,121-127105-0006,AH1.DH.ER0.Z,the,0.15,0.4,0.3800,-19.3295244241788,-18.965264613733055,-13.301132869811886,-17.199500123250893
IY0,0.27,0.4,121,F,121-127105-0006,AH1.DH.ER0.Z,the,0.15,0.4,0.3930,-7.20040540049996,-3.3941296966638888,-0.5481646965005496,-6.4551079188467355
AH0,0.27,0.31,121,F,121-127105-0017,AO1.L.M.OW2.S.T,was,0.23,0.39,0.2720,3.2128226259667905,3.5601254699737837,11.397910952877485,0.0
AH0,0.27,0.31,121,F,121-127105-0017,AO1.L.M.OW2.S.T,was,0.23,0.39,0.2760,1.990574449541441,10.90949910709691,18.57978080616797,0.0
AH0,0.27,0.31,121,F,121-127105-0017,AO1.L.M.OW2.S.T,was,0.23,0.39,0.2800,3.5915430487466864,16.129256070616215,29.678366512648083,0.0
AH0,0.27,0.31,121,F,121-127105-0017,AO1.L.M.OW2.S.T,was,0.23,0.39,0.2840,-2.8806299764754755,5.05219565898453,17.20362802410263,0.0
AH0,0.27,0.31,121,F,121-127105-0017,AO1.L.M.OW2.S.T,was,0.23,0.39,0.2880,2.161606131407254,8.482908984848283,26.84885801115507,0.0
AH0,0.27,0.31,121,F,121-127105-0017,AO1.L.M.OW2.S.T,was,0.23,0.39,0.2920,0.6309315712677659,8.811252698935984,25.444969355387286,0.0
AH0,0.27,0.31,121,F,121-127105-0017,AO1.L.M.OW2.S.T,was,0.23,0.39,0.2960,-3.0768526075739615,2.211283215455495,20.200801910772675,0.0
AH0,0.27,0.31,121,F,121-127105-0017,AO1.L.M.OW2.S.T,was,0.23,0.39,0.3000,1.8365659827026235,5.78078144628612,24.11412820846397,0.0
AH0,0.27,0.31,121,F,121-127105-0017,AO1.L.M.OW2.S.T,was,0.23,0.39,0.3040,1.5106535936875503,12.933315922951309,16.466911225172353,0.0
AH0,0.27,0.31,121,F,121-127105-0017,AO1.L.M.OW2.S.T,was,0.23,0.39,0.3080,-0.7609977531294305,5.481397493978964,17.65964744126708,0.0
UW1,0.27,0.39,121,F,121-127105-0024,D.AH1.G.L.AH0.S,poor,0.18,0.45,0.2880,12.037333406760151,20.80771469269778,37.68371993522291,15.797202963746145
UW1,0.27,0.39,121,F,121-127105-0024,D.AH1.G.L.AH0.S,poor,0.18,0.45,0.3000,4.59842288722556,8.114909366858402,36.23630425085251,1.3585344671406503
UW1,0.27,0.39,121,F,121-127105-0024,D.AH1.G.L.AH0.S,poor,0.18,0.45,0.3120,-4.562821911609127,4.0582743981314024,28.91449190458218,-0.8865978590205543
UW1,0.27,0.39,121,F,121-127105-0024,D.AH1.G.L.AH0.S,poor,0.18,0.45,0.3240,-8.150578300116862,1.7512964586996915,26.76910513914766,-4.015593832455025
UW1,0.27,0.39,121,F,121-127105-0024,D.AH1.G.L.AH0.S,poor,0.18,0.45,0.3360,-8.19993591882782,0.43545064623519636,27.194290378135317,-2.681473284436052
UW1,0.27,0.39,121,F,121-127105-0024,D.AH1.G.L.AH0.S,poor,0.18,0.45,0.3480,-9.507411534861724,-2.214295595738349,25.492651418586405,-1.373323478744524
UW1,0.27,0.39,121,F,121-127105-0024,D.AH1.G.L.AH0.S,poor,0.18,0.45,0.3600,-11.309208517819506,-5.456378396147315,23.31818436822303,-1.8962894259808039
UW1,0.27,0.39,121,F,121-127105-0024,D.AH1.G.L.AH0.S,poor,0.18,0.45,0.3720,-14.017801659273815,-5.937205855961061,20.901900066647627,-2.777140086099351
UW1,0.27,0.39,121,F,121-127105-0024,D.AH1.G.L.AH0.S,poor,0.18,0.45,0.3840,-13.70611798202177,-6.9852067445991,14.73782065056913,-3.4623400688196035
AA1,0.28,0.36,121,F,121-127105-0016,N.AA1.T,probably,0.16,0.61,0.3560,0.2758663259983294,8.972202221902254,32.77774114840615,1.895256385626304
AH1,0.29,0.34,121,F,121-127105-0001,EH1.L.S,someone,0.12,0.53,0.2930,-2.1401311266815455,10.398938215751315,16.991251125369253,-3.088557235820872
AH1,0.29,0.34,121,F,121-127105-0001,EH1.L.S,someone,0.12,0.53,0.2980,-2.4950084147601785,1.9728916168721753,15.674131515834077,-2.0006577626202002
AH1,0.29,0.34,121,F,121-127105-0001,EH1.L.S,someone,0.12,0.53,0.3030,-1.8484705556872,2.302793308611669,16.025328357514297,-0.6815172644835101
AH1,0.29,0.34,121,F,121-127105-0001,EH1.L.S,someone,0.12,0.53,0.3080,-1.8568434711677213,0.7683434276738978,9.485039000701395,-0.31047126849180984
AH1,0.29,0.34,121,F,121-127105-0001,EH1.L.S,someone,0.12,0.53,0.3130,-4.177009088980171,-0.04629190306375364,8.13325018546156,-2.2026618085596397
AH1,0.29,0.34,121,F,121-127105-0001,EH1.L.S,someone,0.12,0.53,0.3180,2.668860633325096,7.324055631219046,11.522973563239134,0.6471743345405727
AH1,0.29,0.34,121,F,121-127105-0001,EH1.L.S,someone,0.12,0.53,0.3230,4.937811786621403,14.868314824343372,22.218752558705347,2.5223383420175054
AH1,0.29,0.34,121,F,121-127105-0001,EH1.L.S,someone,0.12,0.53,0.3280,10.249901040528627,18.596142734480843,28.204970768524078,3.3103865705046545
AH1,0.29,0.34,121,F,121-127105-0001,EH1.L.S,someone,0.12,0.53,0.3330,9.930263259211209,15.423278092858002,29.886736634462654,2.428915874048677
AH1,0.29,0.34,121,F,121-127105-0001,EH1.L.S,someone,0.12,0.53,0.3380,11.184394560944114,25.962293464072317,32.36221458680345,1.7116703901543744
IY1,0.29,0.36,121,F,121-127105-0010,S.EH1.N.T,she,0.18,0.36,0.3150,-3.399106994859544,-3.3808812096171366,-0.8865812944659126,-3.399106994859544
IY1,0.29,0.36,121,F,121-127105-0010,S.EH1.N.T,she,0.18,0.36,0.3220,-7.013780114399555,-3.7979143669016118,-0.9337173501810092,-7.013780114399555
IY1,0.29,0.36,121,F,121-127105-0010,S.EH1.N.T,she,0.18,0.36,0.3290,-0.3655552635283712,4.341450837088452,6.983665778942015,-0.3655552635283712
IY1,0.29,0.36,121,F,121-127105-0010,S.EH1.N.T,she,0.18,0.36,0.3360,12.815317042362487,11.091662096769852,12.03712848992371,3.3342126366807108
IY1,0.29,0.36,121,F,121-127105-0010,S.EH1.N.T,she,0.18,0.36,0.3430,11.279919557456932,2.55854754843282,18.153681485119357,2.7807706234141847
IY1,0.29,0.36,121,F,121-127105-0010,S.EH1.N.T,she,0.18,0.36,0.3500,12.137617253228413,14.866146037465306,7.558963643758435,3.960756535387258
AY1,0.29,0.44,121,F,121-127105-0002,W.AH1.N,cried,0.15,0.52,0.2980,-1.662541099305578,-6.608201215691906,11.26295440063911,1.5393667242138704
AY1,0.29,0.44,121,F,121-127105-0002,W.AH1.N,cried,0.15,0.52,0.3130,-4.621246807573527,-2.5048145741891332,7.600452264001515,0.20956823017310455
AY1,0.29,0.44,121,F,121-127105-0002,W.AH1.N,cried,0.15,0.52,0.3280,-4.252036204485421,-7.082633715841297,8.985348541726296,-0.6472345094465979
AY1,0.29,0.44,121,F,121-127105-0002,W.AH1.N,cried,0.15,0.52,0.3430,-8.916535780361492,-8.215425119238624,4.494132291615266,-0.7612917707671372
AY1,0.29,0.44,121,F,121-127105-0002,W.AH1.N,cried,0.15,0.52,0.3580,-8.774657566013364,-13.036059426416717,5.228328545821935,-0.7970786580279956
AY1,0.29,0.44,121,F,121-127105-0002,W.AH1.N,cried,0.15,0.52,0.3730,-11.502508724066704,-13.736611082047386,2.8060793866045017,-1.5500576516295475
AY1,0.29,0.44,121,F,121-127105-0002,W.AH1.N,cried,0.15,0.52,0.3880,-8.14555382669845,-9.531994017165768,0.39668958979748226,1.5368377711434178
AY1,0.29,0.44,121,F,121-127105-0002,W.AH1.N,cried,0.15,0.52,0.4030,-4.338251695257089,-10.789111107574673,3.3302528064280317,-0.02237147092111158
AY1,0.29,0.44,121,F,121-127105-0002,W.AH1.N,cried,0.15,0.52,0.4180,-8.92970031928607,-5.218844500312379,4.0501111275030865,0.08646976177543664
AY1,0.29,0.44,121,F,121-127105-0002,W.AH1.N,cried,0.15,0.52,0.4330,-0.34209304726797285,-2.691176640034186,8.14111285128348,-0.029798277855089594
IH0,0.29,0.35,121,F,121-127105-0019,G.R.IH1.F.IH0.N,missus,0.11,0.42,0.2930,15.297725364062694,-2.0570402606331495,5.580575521968228,1.3377102354965427
IH0,0.29,0.35,121,F,121-127105-0019,G.R.IH1.F.IH0.N,missus,0.11,0.42,0.2990,8.924426792878018,14.491251328396473,10.81069823175131,-0.3618516947517598
IH0,0.29,0.35,121,F,121-127105-0019,G.R.IH1.F.IH0.N,missus,0.11,0.42,0.3050,14.82641102591636,20.20296123993766,17.527978567747667,0.0018546620179868967
IH0,0.29,0.35,121,F,121-127105-0019,G.R.IH1.F.IH0.N,missus,0.11,0.42,0.3110,21.689640017207115,12.930532246640594,12.823798107026835,-0.18508991387335882
IH0,0.29,0.35,121,F,121-127105-0019,G.R.IH1.F.IH0.N,missus,0.11,0.42,0.3170,6.371970287171717,17.042147219696083,24.323491659541528,-1.1954305470129007
IH0,0.29,0.35,121,F,121-127105-0019,G.R.IH1.F.IH0.N,missus,0.11,0.42,0.3230,0.3116447790787866,15.185533642267497,12.737923125060703,-2.438357125078543
IH0,0.29,0.35,121,F,121-127105-0019,G.R.IH1.F.IH0.N,missus,0.11,0.42,0.3290,-1.6851916075984725,11.54680958525935,20.548616996864027,-1.6851916075984725
IH0,0.29,0.35,121,F,121-127105-0019,G.R.IH1.F.IH0.N,missus,0.11,0.42,0.3350,-5.325906788711169,8.969544295798922,14.0501519722061,-5.325906788711169
IH0,0.29,0.35,121,F,121-127105-0019,G.R.IH1.F.IH0.N,missus,0.11,0.42,0.3410,-9.337207936775595,2.911709711990202,11.78692422114105,-9.337207936775595
IH0,0.29,0.35,121,F,121-127105-0019,G.R.IH1.F.IH0.N,missus,0.11,0.42,0.3470,-6.369145966208958,8.50208859767793,20.420985547022322,-6.369145966208958
IY1,0.3,0.43,121,F,121-127105-0013,JH.AH1.JH,easily,0.3,0.68,0.3070,-11.916343190650046,-4.4517208925251595,4.939767297310908,-11.916343190650046
IY1,0.3,0.43,121,F,121-127105-0013,JH.AH1.JH,easily,0.3,0.68,0.3200,-4.7307073722364805,-2.4870772909152663,-1.6307222886400652,-4.7307073722364805
IY1,0.3,0.43,121,F,121-127105-0013,JH.AH1.JH,easily,0.3,0.68,0.3330,0.4660451291220937,3.5635672122648856,0.8442122065814743,0.4660451291220937
IY1,0.3,0.43,121,F,121-127105-0013,JH.AH1.JH,easily,0.3,0.68,0.3460,9.190479492201327,3.8413418042547605,3.8413418042547605,4.9838044088799975
IY1,0.3,0.43,121,F,121-127105-0013,JH.AH1.JH,easily,0.3,0.68,0.3590,10.3478321898315,13.304231299755536,5.305851667991824,6.327704780161412
IY1,0.3,0.43,121,F,121-127105-0013,JH.AH1.JH,easily,0.3,0.68,0.3720,8.401341137928178,14.1482690243433,7.874502800625862,5.863608542057342
IY1,0.3,0.43,121,F,121-127105-0013,JH.AH1.JH,easily,0.3,0.68,0.3850,7.882084654368505,18.08233298800648,9.989055714331116,5.512047198307712
IY1,0.3,0.43,121,F,121-127105-0013,JH.AH1.JH,easily,0.3,0.68,0.3980,7.728491395512933,11.542036636839079,10.964989893369626,5.378834010014195
IY1,0.3,0.43,121,F,121-127105-0013,JH.AH1.JH,easily,0.3,0.68,0.4110,6.731820339768774,15.975027986689906,13.65881930098243,4.6965463070726585
IY1,0.3,0.43,121,F,121-127105-0013,JH.AH1.JH,easily,0.3,0.68,0.4240,4.707059364111615,14.734682117819538,20.792424104155103,4.53429863101843
EH1,0.3,0.33,121,F,121-127105-0029,W.ER0,there,0.22,0.37,0.3020,-4.581850667463826,1.8952211126993248,13.289592089365076,-4.581850667463826
EH1,0.3,0.33,121,F,121-127105-0029,W.ER0,there,0.22,0.37,0.3050,1.4599845348390588,19.3997365737605,11.549373779442764,0.0
EH1,0.3,0.33,121,F,121-127105-0029,W.ER0,there,0.22,0.37,0.3080,-3.7007681875079044,12.520104818548067,15.489640853162399,-3.7007681875079044
EH1,0.3,0.33,121,F,121-127105-0029,W.ER0,there,0.22,0.37,0.3110,-2.900085871003391,6.508172240716824,6.580948262799872,-2.900085871003391
EH1,0.3,0.33,121,F,121-127105-0029,W.ER0,there,0.22,0.37,0.3140,-2.742890346441307,4.003597695341213,10.50844272241724,-2.742890346441307
EH1,0.3,0.33,121,F,121-127105-0029,W.ER0,there,0.22,0.37,0.3170,-2.381645263820296,0.9789872974393674,7.902793238953091,-2.381645263820296
EH1,0.3,0.33,121,F,121-127105-0029,W.ER0,there,0.22,0.37,0.3200,-2.1762647262707446,0.33558011217049,13.687401046081977,0.0
EH1,0.3,0.33,121,F,121-127105-0029,W.ER0,there,0.22,0.37,0.3230,-6.099370845092103,-3.8581667871146905,3.9931504516218723,-6.099370845092103
EH1,0.3,0.33,121,F,121-127105-0029,W.ER0,there,0.22,0.37,0.3260,-2.2422060829910677,0.1239495544711815,2.9483634962690104,-2.2422060829910677
EH1,0.3,0.33,121,F,121-127105-0029,W.ER0,there,0.22,0.37,0.3290,-2.803802199461657,0.7823731756004406,5.2393271958118355,-2.803802199461657
AO1,0.31,0.45,121,F,121-123852-0003,K.IH1.L.Z,thought,0.24,0.62,0.3170,-8.809914424589508,0.00031016270967398896,-1.0976243635943916,-0.8333473428800602
AO1,0.31,0.45,121,F,121-123852-0003,K.IH1.L.Z,thought,0.24,0.62,0.3310,-5.862173994097084,-3.411476152340228,2.353257960735718,1.3736396808671074
AO1,0.31,0.45,121,F,121-123852-0003,K.IH1.L.Z,thought,0.24,0.62,0.3450,-4.94677605457462,-6.81046050902853,0.4766990641474038,1.1472386405171022
AO1,0.31,0.45,121,F,121-123852-0003,K.IH1.L.Z,thought,0.24,0.62,0.3590,-0.26879418920441367,-6.807633860311164,-1.2191752192199203,5.075384003363844
AO1,0.31,0.45,121,F,121-123852-0003,K.IH1.L.Z,thought,0.24,0.62,0.3730,-0.5475109294835079,-9.895212076855756,3.308275539568779,5.255885262033328
AO1,0.31,0.45,121,F,121-123852-0003,K.IH1.L.Z,thought,0.24,0.62,0.3870,-3.8807297365977647,-12.465569677871741,-3.7501398052105444,3.4542917629644165
AO1,0.31,0.45,121,F,121-123852-0003,K.IH1.L.Z,thought,0.24,0.62,0.4010,-4.104145489587516,-10.810704507011302,-1.5124127825757299,2.770985757288237
AO1,0.31,0.45,121,F,121-123852-0003,K.IH1.L.Z,thought,0.24,0.62,0.4150,-5.342675035324909,-9.506560338402316,0.6189285747500364,1.6121118593228552
AO1,0.31,0.45,121,F,121-123852-0003,K.IH1.L.Z,thought,0.24,0.62,0.4290,-8.294913195259426,-6.28793780018848,-1.5725571199794217,1.9068413473404178
AO1,0.31,0.45,121,F,121-123852-0003,K.IH1.L.Z,thought,0.24,0.62,0.4430,-8.226745156854896,-0.5614775321542638,-0.5738548943966393,1.3516977395494436
AY1,0.31,0.56,121,F,121-127105-0005,K.UH1.D,i,0.31,0.56,0.3480,4.869635072535651,-1.7450940797405288,11.746036601503643,12.205966906434167
AY1,0.31,0.56,121,F,121-127105-0005,K.UH1.D,i,0.31,0.56,0.3730,15.7722858651806,9.70427229738334,21.998292164354798,12.99419121648939
AY1,0.31,0.56,121,F,121-127105-0005,K.UH1.D,i,0.31,0.56,0.3980,6.072695572606207,7.870128766374396,15.500062299065029,10.169422236864921
AY1,0.31,0.56,121,F,121-127105-0005,K.UH1.D,i,0.31,0.56,0.4230,3.316571257748265,0.7713857712747583,12.273338176454626,6.439657517433943
AY1,0.31,0.56,121,F,121-127105-0005,K.UH1.D,i,0.31,0.56,0.4480,-1.7067016715913539,-0.5742032242324697,8.861387164136847,5.33660856085541
AY1,0.31,0.56,121,F,121-127105-0005,K.UH1.D,i,0.31,0.56,0.4730,-2.7214533745118246,-2.5416413303209353,6.497467354647107,3.3389883236880067
AY1,0.31,0.56,121,F,121-127105-0005,K.UH1.D,i,0.31,0.56,0.4980,-6.5161060547200975,-2.706031844308626,8.107348844817295,0.5852666570709673
AY1,0.31,0.56,121,F,121-127105-0005,K.UH1.D,i,0.31,0.56,0.5230,-5.099957347886928,3.3613675032507686,6.408465913117446,-0.26660269163873096
AY1,0.31,0.56,121,F,121-127105-0005,K.UH1.D,i,0.31,0.56,0.5480,2.1366544728412364,9.477500292878439,9.477500292878439,6.794733779939751
EH1,0.31,0.36,121,F,121-127105-0003,W.AH0.Z,there,0.24,0.4,0.3120,6.372273837016714,8.787640994327514,18.451548952549132,6.50021253862576
